Senator Name,Senator URL,Senator ID,Birth Date,Constituency,Parliamentary Group,Committee Name,Committee URL
JITARU Ovidiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7193aafe-9862-45bf-b876-6f90dfa96616,7193aafe-9862-45bf-b876-6f90dfa96616,19.05.1962,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
KONDOR Ágota ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=dcb76afd-06d2-4795-9ce4-705231994268,dcb76afd-06d2-4795-9ce4-705231994268,17.11.1965,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
KONDOR Ágota ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=dcb76afd-06d2-4795-9ce4-705231994268,dcb76afd-06d2-4795-9ce4-705231994268,17.11.1965,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
KOVÁCS Maté,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,14.11.1978,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
KOVÁCS Maté,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,14.11.1978,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
KOVÁCS Maté,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,3b1c3e18-cc5d-46d4-8be7-70ca0566d41f,14.11.1978,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru regulament,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=807773c0-c6eb-401f-b87e-42c34b9213fb
LAVRIC Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=781af753-0e1a-4820-9926-7191e4eb16df,781af753-0e1a-4820-9926-7191e4eb16df,27.11.1967,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
LAVRIC Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=781af753-0e1a-4820-9926-7191e4eb16df,781af753-0e1a-4820-9926-7191e4eb16df,27.11.1967,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
MANEA Dumitru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e23f34ee-f4f8-4e72-8302-7453373e0cec,e23f34ee-f4f8-4e72-8302-7453373e0cec,27.06.1956,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
MANEA Dumitru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e23f34ee-f4f8-4e72-8302-7453373e0cec,e23f34ee-f4f8-4e72-8302-7453373e0cec,27.06.1956,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
MARIAN Călin-Petru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=509068b6-ecf9-4365-a022-74b77483ce14,509068b6-ecf9-4365-a022-74b77483ce14,27.09.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
MARIAN Călin-Petru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=509068b6-ecf9-4365-a022-74b77483ce14,509068b6-ecf9-4365-a022-74b77483ce14,27.09.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
MARIAN Călin-Petru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=509068b6-ecf9-4365-a022-74b77483ce14,509068b6-ecf9-4365-a022-74b77483ce14,27.09.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
MAZILU Liviu-Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3abf38c7-fffe-4f34-b90a-77b5c3219da5,3abf38c7-fffe-4f34-b90a-77b5c3219da5,23.11.1966,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
MAZILU Liviu-Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3abf38c7-fffe-4f34-b90a-77b5c3219da5,3abf38c7-fffe-4f34-b90a-77b5c3219da5,23.11.1966,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
MĂLĂIESCU Luca,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b9350519-299b-4572-8d08-7aea22489f39,b9350519-299b-4572-8d08-7aea22489f39,17.06.1967,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
MĂLĂIESCU Luca,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b9350519-299b-4572-8d08-7aea22489f39,b9350519-299b-4572-8d08-7aea22489f39,17.06.1967,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
MĂLĂIESCU Luca,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b9350519-299b-4572-8d08-7aea22489f39,b9350519-299b-4572-8d08-7aea22489f39,17.06.1967,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
MǍRGINEAN Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=fee99943-2379-4151-8e9a-7b15d1f04a4f,fee99943-2379-4151-8e9a-7b15d1f04a4f,05.02.1968,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
MǍRGINEAN Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=fee99943-2379-4151-8e9a-7b15d1f04a4f,fee99943-2379-4151-8e9a-7b15d1f04a4f,05.02.1968,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
MǍRGINEAN Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=fee99943-2379-4151-8e9a-7b15d1f04a4f,fee99943-2379-4151-8e9a-7b15d1f04a4f,05.02.1968,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
MIHAI Daniela,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f640457c-0362-4c02-96d1-7c38b9957bdd,f640457c-0362-4c02-96d1-7c38b9957bdd,28.06.1971,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
MIHAI Daniela,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f640457c-0362-4c02-96d1-7c38b9957bdd,f640457c-0362-4c02-96d1-7c38b9957bdd,28.06.1971,,Grupul parlamentar al Partidului Social Democrat,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
MIHAI Daniela,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f640457c-0362-4c02-96d1-7c38b9957bdd,f640457c-0362-4c02-96d1-7c38b9957bdd,28.06.1971,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
MIRCESCU Ion-Narcis,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7a6ec680-9075-4fff-97d2-7d556f4d57bc,7a6ec680-9075-4fff-97d2-7d556f4d57bc,04.03.1976,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
MIRCESCU Ion-Narcis,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7a6ec680-9075-4fff-97d2-7d556f4d57bc,7a6ec680-9075-4fff-97d2-7d556f4d57bc,04.03.1976,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
MǍNDRU Cătălin-Emil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b70cfd7f-7726-4531-99d0-83ff6f6f05b3,b70cfd7f-7726-4531-99d0-83ff6f6f05b3,03.08.1975,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
MǍNDRU Cătălin-Emil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b70cfd7f-7726-4531-99d0-83ff6f6f05b3,b70cfd7f-7726-4531-99d0-83ff6f6f05b3,03.08.1975,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
MǍNDRU Cătălin-Emil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b70cfd7f-7726-4531-99d0-83ff6f6f05b3,b70cfd7f-7726-4531-99d0-83ff6f6f05b3,03.08.1975,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru tineret și sport,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=2bd4bd40-5994-40a8-81b7-fcef2df3acfc
MOHAN Aurel-George,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0692f467-f93f-4a21-a06a-8431696053a8,0692f467-f93f-4a21-a06a-8431696053a8,27.04.1983,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
MOHAN Aurel-George,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0692f467-f93f-4a21-a06a-8431696053a8,0692f467-f93f-4a21-a06a-8431696053a8,27.04.1983,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru regulament,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=807773c0-c6eb-401f-b87e-42c34b9213fb
MOISE Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ad29025b-adcf-4c9d-8f02-851ab171ff91,ad29025b-adcf-4c9d-8f02-851ab171ff91,21.12.1980,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
MOISE Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ad29025b-adcf-4c9d-8f02-851ab171ff91,ad29025b-adcf-4c9d-8f02-851ab171ff91,21.12.1980,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
MOISE Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ad29025b-adcf-4c9d-8f02-851ab171ff91,ad29025b-adcf-4c9d-8f02-851ab171ff91,21.12.1980,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
NEAGU Nicolae,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=bdd75da8-fc58-45c3-8765-87d17ea22c8d,bdd75da8-fc58-45c3-8765-87d17ea22c8d,06.12.1959,,Grupul parlamentar al Partidului Național Liberal,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
NEAGU Nicolae,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=bdd75da8-fc58-45c3-8765-87d17ea22c8d,bdd75da8-fc58-45c3-8765-87d17ea22c8d,06.12.1959,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
NEAGU Nicolae,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=bdd75da8-fc58-45c3-8765-87d17ea22c8d,bdd75da8-fc58-45c3-8765-87d17ea22c8d,06.12.1959,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
NEGOI Eugen-Remus,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=18f2771e-382a-4809-b1ab-8c8750fc5bf8,18f2771e-382a-4809-b1ab-8c8750fc5bf8,16.11.1970,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
NEGOI Eugen-Remus,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=18f2771e-382a-4809-b1ab-8c8750fc5bf8,18f2771e-382a-4809-b1ab-8c8750fc5bf8,16.11.1970,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
NEGOI Eugen-Remus,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=18f2771e-382a-4809-b1ab-8c8750fc5bf8,18f2771e-382a-4809-b1ab-8c8750fc5bf8,16.11.1970,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
NEGRU Corneliu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c6be0951-8179-4ab1-8166-8cac4c1bf4d4,c6be0951-8179-4ab1-8166-8cac4c1bf4d4,09.11.1968,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
NEGRU Corneliu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c6be0951-8179-4ab1-8166-8cac4c1bf4d4,c6be0951-8179-4ab1-8166-8cac4c1bf4d4,09.11.1968,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
NICULA Mircea-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=cb2ca5b6-ffeb-4fe8-a10c-87c4d61cacb0,cb2ca5b6-ffeb-4fe8-a10c-87c4d61cacb0,27.06.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
NICULA Mircea-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=cb2ca5b6-ffeb-4fe8-a10c-87c4d61cacb0,cb2ca5b6-ffeb-4fe8-a10c-87c4d61cacb0,27.06.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
ICULESCU-ŢÂGÂRLAŞ Cristian-Augustin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,25.08.1977,,Grupul parlamentar al Partidului Național Liberal,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
ICULESCU-ŢÂGÂRLAŞ Cristian-Augustin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,25.08.1977,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
ICULESCU-ŢÂGÂRLAŞ Cristian-Augustin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,8e9b590e-eb5b-49a9-a908-8cbe4e43b9fc,25.08.1977,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
NOVAK Levente,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2baeeba9-a861-4355-9c8e-8cebeba4f0d4,2baeeba9-a861-4355-9c8e-8cebeba4f0d4,19.10.1984,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
NOVAK Levente,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2baeeba9-a861-4355-9c8e-8cebeba4f0d4,2baeeba9-a861-4355-9c8e-8cebeba4f0d4,19.10.1984,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
NOVAK Levente,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2baeeba9-a861-4355-9c8e-8cebeba4f0d4,2baeeba9-a861-4355-9c8e-8cebeba4f0d4,19.10.1984,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
ONEA Olga,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7f782376-a244-4258-b5a5-911192e5566d,7f782376-a244-4258-b5a5-911192e5566d,01.02.1982,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
ONEA Olga,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7f782376-a244-4258-b5a5-911192e5566d,7f782376-a244-4258-b5a5-911192e5566d,01.02.1982,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
OPRINOIU Aurel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5954ccc9-0af9-409f-9b30-91c8b292d60d,5954ccc9-0af9-409f-9b30-91c8b292d60d,26.10.1972,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
OPRINOIU Aurel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5954ccc9-0af9-409f-9b30-91c8b292d60d,5954ccc9-0af9-409f-9b30-91c8b292d60d,26.10.1972,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
OPRINOIU Aurel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5954ccc9-0af9-409f-9b30-91c8b292d60d,5954ccc9-0af9-409f-9b30-91c8b292d60d,26.10.1972,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
ORBAN Carmen,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=86155ce0-9997-464a-ad63-93236f32f972,86155ce0-9997-464a-ad63-93236f32f972,22.11.1968,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
ORBAN Carmen,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=86155ce0-9997-464a-ad63-93236f32f972,86155ce0-9997-464a-ad63-93236f32f972,22.11.1968,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
PARASCA Teofil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3953018d-3e06-4028-bc4b-953fb20f88e9,3953018d-3e06-4028-bc4b-953fb20f88e9,08.08.1965,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
PARASCA Teofil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3953018d-3e06-4028-bc4b-953fb20f88e9,3953018d-3e06-4028-bc4b-953fb20f88e9,08.08.1965,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
PAULIUC Nicoleta,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=737c18e7-c031-4d78-8808-9588b964e893,737c18e7-c031-4d78-8808-9588b964e893,11.05.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
PAULIUC Nicoleta,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=737c18e7-c031-4d78-8808-9588b964e893,737c18e7-c031-4d78-8808-9588b964e893,11.05.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
PAULIUC Nicoleta,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=737c18e7-c031-4d78-8808-9588b964e893,737c18e7-c031-4d78-8808-9588b964e893,11.05.1971,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
PǍDURARU Răducu-Adrian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=57a5f4d6-ec10-4020-8424-958ed09fbf37,57a5f4d6-ec10-4020-8424-958ed09fbf37,25.07.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
PǍDURARU Răducu-Adrian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=57a5f4d6-ec10-4020-8424-958ed09fbf37,57a5f4d6-ec10-4020-8424-958ed09fbf37,25.07.1977,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
PĂLĂRIE Ștefan ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2a3a96e0-f5d4-4a21-8c10-9606276f5311,2a3a96e0-f5d4-4a21-8c10-9606276f5311,12.07.1978,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
PĂLĂRIE Ștefan ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2a3a96e0-f5d4-4a21-8c10-9606276f5311,2a3a96e0-f5d4-4a21-8c10-9606276f5311,12.07.1978,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
